pointcall_outdate,different date if any,captain_name,different capt if any,ship_name,different ship_name if any,ship_homeport,different homeport if any,observations,geniève (pintes de Paris),eau-de-vie (pintes de Paris),Taffia (pintes de Paris),tabac en feuilles (livres poids),thé (livres poids),corinthes (livres poids),vin rouge (pintes),vin fin (pintes),vin (barriques),vin (pots),liqueurs (pintes),tabac en poudre (livre poids),tabac fabriqué (livres poids),tabac en côtes (livres poids),drogues (livres poids),rhubarbre (livres poids),amidon (livres poids),café (livres poids),sucre brut (livres poids),sucre rafiné (livres),sucre en pain (livres poids),mousseline (livres poids),mousseline (livres tounois),mousseline des Indes (livres tournois),mousselines et mouchoirs (livres tournois),mouchoirs de mousseline (livres poids),mouchoirs de mousselin (valeur en £-stg),mouchoirs de soie (livres poids),mouchoirs de soie (livres tournois),perses (livres poids),nankins (livres poids),nankins (pièces),mouchoirs de Bandannoes (livres poids),Bandanoes (livres poids),bandanoes (valeur livres tournois),Bandanoes (pièces),Dimity (?) (livres poids),crêpes (livres poids),Soie des Indes (livres poids),soie et mousseline (livres tournois),marchandises des Indes (livres tournois),soieries (livres tournois),Jalap (livres poids),Taffetas (livres poids),Cambray (en livres tournois),Cambray (en £ stg),cambray (livres poids),Gauzes (livres poids),mercerie fine (livres poids),sené (livres poids),nacres de perle (livres tournois),pots de vess (en bouteiilles) /  potjevleesch???,porcelaine (livres tournois),voiture,Chocolat (livres poids),cartes à jouer (en livres poids),poudre à poudrer (livres poids),ship_id,ship_tonnage,pointcall_name,homeport_uhgs_id,ship_flag_standardized_fr,source_doc_id,homeport_lat,homeport_long,homeport_standardized_fr,mois,outdate,homeport_geom4326,homeport_comte,homeport_substate_1789_fr,homeport_state_1789_fr,pointcall_uhgs_id,pointcall_toponyme_fr,pointcall_toponyme_en,pointcall_lat,pointcall_long,pointcall_substate_1789_fr,pointcall_state_1789_fr,pointcall_partner_balance_1789,pointcall_partner_balance_supp_1789,pointcall_geom4326,shipment_price
1787=09=20,,"Davison, Jean",,James,,Sunderland,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001191N,190,Sunderland,A0380557,britannique,111385,"54,911,944","-1,383,333",Sunderland,9,1787-09-20,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=09=17,,"Smith, Jean",,Jean et Elisabetn,,Sunderland,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000435N,95,Sunderland,A0380557,britannique,111370,"54,911,944","-1,383,333",Sunderland,9,1787-09-17,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=09=15,,"Wilkinson, Robert",,Sara,,Sunderland,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001160N,180,Sunderland,A0380557,britannique,111362,"54,911,944","-1,383,333",Sunderland,9,1787-09-15,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=08=31,,"Moore, James",,Fortitude,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000382N,130,Sunderland,A0380557,britannique,111233,"54,911,944","-1,383,333",Sunderland,8,1787-08-31,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=08=24,,"Railton, Jean",,Elisabeth,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003329N,180,Sunderland,A0380557,britannique,111194,"54,911,944","-1,383,333",Sunderland,8,1787-08-24,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=08=18,,"Richardson, Robert",,Vigne,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000593N,155,Sunderland,A0380557,britannique,111155,"54,911,944","-1,383,333",Sunderland,8,1787-08-18,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=07=27,,"Henderson, Jean",,Fortitude,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003224N,80,Sunderland,A0380557,britannique,111022,"54,911,944","-1,383,333",Sunderland,7,1787-07-27,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=07=27,,"Nefs, Jean",,Société,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001580N,150,Sunderland,A0380557,britannique,111021,"54,911,944","-1,383,333",Sunderland,7,1787-07-27,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=07=26,,"Davison, Thomas",,Scipio,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009843N,160,Sunderland,A0380557,britannique,111009,"54,911,944","-1,383,333",Sunderland,7,1787-07-26,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=07=21,,"Davison, Jean",,James,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001191N,100,Sunderland,A0380557,britannique,110983,"54,911,944","-1,383,333",Sunderland,7,1787-07-21,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=07=11,,"Kirkup, William",,Providence,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000497N,180,Sunderland,A0380557,britannique,110918,"54,911,944","-1,383,333",Sunderland,7,1787-07-11,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=06=20,,"May, John",,Providence,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000632N,145,Sunderland,A0380557,britannique,110804,"54,911,944","-1,383,333",Sunderland,6,1787-06-20,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=05=26,,"Storey, Guillaume",,Guillaume et Marie,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001679N,150,Sunderland,A0380557,britannique,110667,"54,911,944","-1,383,333",Sunderland,5,1787-05-26,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=04=21,,"Taylor, Jean",,Deux Amis,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000587N,105,Sunderland,A0380557,britannique,110472,"54,911,944","-1,383,333",Sunderland,4,1787-04-21,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=04=04,,"Hutchison, William",,Hasard,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000106N,150,Sunderland,A0380557,britannique,110348,"54,911,944","-1,383,333",Sunderland,4,1787-04-04,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=03=23,,"Story, Guillaume",,William et Marie,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001679N,150,Sunderland,A0380557,britannique,110242,"54,911,944","-1,383,333",Sunderland,3,1787-03-23,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=02=07,,"Thompson, George",,Bonne Volonté des Amis,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000657N,50,Sunderland,A0380557,britannique,109936,"54,911,944","-1,383,333",Sunderland,2,1787-02-07,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=01=24,1787=01=25,"Nefs, John",,Société,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001580N,150,Sunderland,A0380557,britannique,109851,"54,911,944","-1,383,333",Sunderland,1,1787-01-24,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=01=23,,"Shepherd, William",,William et Marie,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001679N,150,Sunderland,A0380557,britannique,109844,"54,911,944","-1,383,333",Sunderland,1,1787-01-23,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=05=01,,"May, Jean",,Providence,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000632N,145,Sunderland,A0380557,britannique,110505,"54,911,944","-1,383,333",Sunderland,5,1787-05-01,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),5191
1787=03=13,,"Brookes, Thomas",,Betzy,,Lee,,,840,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000715N,12,Lisbonne [mais: Angleterre],A0385891,britannique,110143,"50,8","-1,2",Lee on Solent,3,1787-03-13,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4400
1787=10=22,,"Brookes, Thomas","Broker, Thomas",Betzey,,Lee,,,1 460,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000715N,12,Lisbonne [mais: Angleterre],A0385891,britannique,111586,"50,8","-1,2",Lee on Solent,10,1787-10-22,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4648
1787=02=01,,"Jones, John",,Lark,,Lee,,,2 180,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000111N,12,Lisbonne [mais: Angleterre],A0385891,britannique,109888,"50,8","-1,2",Lee on Solent,2,1787-02-01,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5262
1787=11=10,,"Rainer, James",,Elisabeth,,Lee,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000931N,12,Lisbonne [mais: Angleterre],A0385891,britannique,111672,"50,8","-1,2",Lee on Solent,11,1787-11-10,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5262
1787=09=21,,"Ramer, James",,Elisabeth,,Lee,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000931N,12,Bergen [mais: Angleterre],A0385891,britannique,111399,"50,8","-1,2",Lee on Solent,9,1787-09-21,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5262
1787=08=30,,"Brooker, Thomas",,Betzy,,[Lee],Lee,,800,400,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000715N,12,Lisbonne [mais: Angleterre],A0385891,britannique,111225,"50,8","-1,2",Lee on Solent,8,1787-08-30,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4778
1787=08=13,,"Smith, Jonathan",,Betzy,,Lee,,,40,280,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000715N,12,Lisbonne [mais: Angleterre],A0385891,britannique,111117,"50,8","-1,2",Lee on Solent,8,1787-08-13,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4220
1787=07=30,1787=07=29,"Rayner, James",,Elisabeth,,Lee,,,840,200,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000931N,12,Bergen [mais: Angleterre],A0385891,britannique,111037,"50,8","-1,2",Lee on Solent,7,1787-07-30,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3212
1787=07=07,,"Brooks, Thomas",,Betzy,,Loo [Lee],Lee,,720,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000715N,12,Bergen [mais: Angleterre],A0385891,britannique,110899,"50,8","-1,2",Lee on Solent,7,1787-07-07,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3152
1787=06=26,,"Rainer, James",,Elisabeth,,Lee,,,880,80,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000931N,12,Bergen [mais: Angleterre],A0385891,britannique,110830,"50,8","-1,2",Lee on Solent,6,1787-06-26,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3266
1787=05=30,,"Brooks, Thomas",,Betzy,,Lee,,,100,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000715N,12,Lisbonne [mais: Angleterre],A0385891,britannique,110678,"50,8","-1,2",Lee on Solent,5,1787-05-30,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2852
1787=04=28,,"Rainer, James",,Elisabeth,,Lee,,,800,400,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000931N,12,Bergen [mais: Angleterre],A0385891,britannique,110499,"50,8","-1,2",Lee on Solent,4,1787-04-28,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3335
1787=04=18,,"Traylor, Jacques",,Robert et Rébeca,,Lee,,,1 500,400,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000009N,12,Bergen [mais: Angleterre],A0385891,britannique,110453,"50,8","-1,2",Lee on Solent,4,1787-04-18,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3335
1787=04=14,,"Traylor, James","Taylor, James",Robert et Rébeca,,Lee,,,2 080,180,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000009N,12,Lisbonne [mais: Angleterre],A0385891,britannique,110421,"50,8","-1,2",Lee on Solent,4,1787-04-14,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3571
1787=03=29,1787=03=28,"Brooks, Thomas",,Betzy,,Lee,,,900,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000715N,12,Lisbonne [mais: Angleterre],A0385891,britannique,110280,"50,8","-1,2",Lee on Solent,3,1787-03-29,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2887
1787=03=14,1787=03=15,"Trayler, James",,Robert et Rébeca,,Lee,,,1 100,100,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000009N,12,Lisbonne [mais: Angleterre],A0385891,britannique,110164,"50,8","-1,2",Lee on Solent,3,1787-03-14,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3040
1787=02=15,,"Broocks, Thomas",,Betsy,,Lee,,,880,240,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000715N,12,Lisbonne [mais: Angleterre],A0385891,britannique,109977,"50,8","-1,2",Lee on Solent,2,1787-02-15,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2863
1787=02=08,,"Traylor, William",,Robert et Rébeca,,Lee,,,1 400,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000009N,12,Lisbonne [mais: Angleterre],A0385891,britannique,109943,"50,8","-1,2",Lee on Solent,2,1787-02-08,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3146
1787=02=09,,"Ramer, James",,Elisabeth,,Lee,,,1 800,160,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000931N,12,Lisbonne [mais: Angleterre],A0385891,britannique,109946,"50,8","-1,2",Lee on Solent,2,1787-02-09,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3335
1787=01=24,,"Brooks, Thomas",,Betzy,,Lee,,,1 000,200,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000715N,12,Lisbonne [mais: Angleterre],A0385891,britannique,109846,"50,8","-1,2",Lee on Solent,1,1787-01-24,POINT (-1.2 50.8),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2872
1787=02=15,,"White, John",,Fleur de May,,Ramsgate,,,1 260,200,,1 000,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001321N,12,Lisbonne [mais: Angleterre],A0395164,britannique,109979,"51,333,333","1,433,333",Ramsgate,2,1787-02-15,POINT (1.433333 51.333333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3079
1787=12=12,1787=12=13,Richmont,"Richmont, Samuel",Bee,l'Abeille,Burnham,,,2 480,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002235N,12,Lisbonne [mais: Angleterre],A0390524,britannique,111863,"51,616,667","833,333",Burnham,12,1787-12-12,POINT (0.833333 51.616667),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3964
1787=12=05,,"Buvell, Salomon","Bewell, Salomon",Lion,Lyon,Burnham,,,2 000,2 000,,2 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000007N,12,Lisbonne [mais: Angleterre],A0390524,britannique,111798,"51,616,667","833,333",Burnham,12,1787-12-05,POINT (0.833333 51.616667),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4938
1787=11=23,,"Richmont, Samuel",,Bee,,Burnham,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002235N,12,Lisbonne [mais: Angleterre],A0390524,britannique,111741,"51,616,667","833,333",Burnham,11,1787-11-23,POINT (0.833333 51.616667),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4938
1787=11=22,,"Dyer, John",,Pinck,,Burnham,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001121N,12,Lisbonne [mais: Angleterre],A0390524,britannique,111733,"51,616,667","833,333",Burnham,11,1787-11-22,POINT (0.833333 51.616667),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4938
1787=11=02,,"Wireman, James",,Aimable Anne,,Burnham,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001284N,12,Lisbonne [mais: Angleterre],A0390524,britannique,111635,"51,616,667","833,333",Burnham,11,1787-11-02,POINT (0.833333 51.616667),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4938
1787=09=27,,"Richmont, William",,Nightingale,,Burnham,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001145N,12,Lisbonne [mais: Angleterre],A0390524,britannique,111435,"51,616,667","833,333",Burnham,9,1787-09-27,POINT (0.833333 51.616667),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4938
1787=09=25,,"Richmont, Samuel",,Neptune,,Burnham,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000603N,12,Lisbonne [mais: Angleterre],A0390524,britannique,111430,"51,616,667","833,333",Burnham,9,1787-09-25,POINT (0.833333 51.616667),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4938
