,ogc_fid,uhgs_id,x,y,total,toponym,toponyme_standard_fr,toponyme_standard_en,substate_1789_fr,state_1789_fr,substate_1789_en,state_1789_en,belonging_states,belonging_substates,status,has_a_clerk,geonameid,admiralty,province,shiparea,ferme_direction,ferme_bureau,partner_balance_1789,partner_balance_supp_1789,point
834,630,A1968753, 12.924484 , 43.593605,1,Romagne [Etats pontificaux],Etats Pontificaux,Papal States,,Etats pontificaux,,Papal States,"[{""1749-1815"" : ""Etats pontificaux""}]",,,,3167855.0,,,MED-ADRS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1438746.977645812,5402765.506200804]}"
835,160,A0218974,8.736863,41.918584,196,Ajaccio,Ajaccio,Ajaccio,,France,,France,"[{""1749-1768"" : ""République de Gênes""},{""1768-1815"" : ""France""}]",,siège amirauté,True,3038334.0,Ajaccio,Corse,MED-CORS,,,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[972583.140290593,5148791.513281202]}"
836,1118,A0253446,6.866667,36.9,4,Stora,Stora,Stora,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,11395714.0,,,MED-SARC,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[764393.873886976,4425177.227865093]}"
837,124,A1264541,18.091389,42.650556,2,Raguse,Raguse / Dubrovnik,Dubrovnik,,République de Raguse,,Republic of Ragusa,"[{""1749-1808"" : ""République de Raguse""},{""1808-1815"" : ""France""}]",,,,3199500.0,,,MED-ADRC,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[2013924.21122303,5258933.260855108]}"
838,431,A0156739,9,42,408,Corse,Corse,Corsica,,France,,France,"[{""1749-1768"" : ""République de Gênes""},{""1768-1815"" : ""France""}]",,,,2972499.0,,Corse,MED-CORS,,,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1001875.417139462,5160979.444049783]}"
839,1402,A0839155,5.316667,60.4,0,Nortbergen,Bergen,Bergen,Norvège,Danemark,Norway,Denmark,"[{""1749-1815"" : ""Danemark""}]","[{""1749-1815"" : ""Norvège""}]",,,,,,NOR-UTSN,,,Danemark,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[591848.663157402,8489337.02709086]}"
840,779,A0011401,10.183333,37.166667,23,Porte Farine,Porto Farina / Ghar el-Melh,Ghar el-Melh,Régence de Tunis,Empire ottoman,Regency of Tunis,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]","[{""1749-1815"" : ""Régence de Tunis""}]",,,2470996.0,,,MED-SIST,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1133603.444138339,4462363.549290818]}"
841,376,A0096602,-16.256776,28.469167,1,Sainte Croix de Tanariffes,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Canaries,Espagne,Canary Islands,Spain,"[{""1749-1815"" : ""Espagne""}]","[{""1749-1815"" : ""Canaries""}]",,,3166228.0,,,ACE-CANA,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-1809696.026260312,3308254.823561688]}"
842,1400,A0825270,9.783333,54.916667,0,Sonderbourg,Sonderbourg,Sønderborg ,,Danemark,,Denmark,"[{""1749-1815"" : ""Danemark""}]",,,,,,,BAL-BELT,,,Danemark,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1089075.64782103,7345709.645149089]}"
843,836,A0399131,-1.083333,53.966667,1,York,York,York,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2633352.0,,York shire,NOR-HUMB,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-120596.07791955,7163845.948582826]}"
844,709,C0000006,-14.263916,7.08563,23,Côte d' Afrique [de l' Ouest],Côte d'Afrique [de l'Ouest],African coast [West],,multi-Etat,,Multi-state,"[{""1749-1815"" : ""multi-Etat""}]",,,,3032452.0,,,ACE-CTIM,,,,Sénégal et Guinée,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-1587851.865838027,790786.972865554]}"
845,628,A0224211,10.5,42.883333,2,Canal de Plombino,Canal de Piombino,Piombino Strait,,zone maritime,,Open sea,"[{""1749-1815"" : ""zone maritime""}]",,,,3171574.0,,,MED-TYNO,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1168854.653329373,5294230.765807428]}"
846,892,A0195511,-2.2,47.283333,13,Saint Nazaire,Saint-Nazaire,Saint-Nazaire,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,2977921.0,Nantes,Bretagne,ACE-YEUX,Nantes,Nantes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-244902.879745201,5988444.477998107]}"
847,508,A0212883,-1.05,45.733333,53,Chaillevette,Chaillevette,Chaillevette,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3027621.0,Marennes,Saintonge,ACE-ROCH,La Rochelle,Marennes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-116885.465332938,5737718.142542499]}"
848,328,A0000207,11.068611,34.758056,3,Carcanis [Kerkennah],îles  de Kerkennah,Kerkennah Islands,Régence de Tunis,Empire ottoman,Regency of Tunis,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]","[{""1749-1815"" : ""Régence de Tunis""}]",,,2262963.0,,,MED-LISE,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1232152.140308827,4131050.336242774]}"
849,1162,A0235476,7.733333,43.816667,1,Coldirodi,Coldirodi,Coldirodi,,République de Gênes,,Republic of Genoa,"[{""1749-1797"" : ""République de Gênes""},{""1797-1805"" : ""République ligurienne""},{""1805-1815"" : ""France""}]",,,,,,,MED-LIGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[860870.691694819,5437114.674208762]}"
850,1164,A0336866,22.581944,40.238056,1,Katarina,Kateríni,Katerini ,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""},{""1749-1815"" : ""Empire ottoman""}]",,,,,,,MED-AEGN,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[2513810.507202219,4900596.47179867]}"
851,631,A0241973,10.883333,42.766667,4,Castigliona,Castiglione della Pescaia,Castiglione della Pescaia,,Toscane,,Tuscany,"[{""1749-1815"" : ""Toscane""}]",,,,3179418.0,,,MED-TYNO,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1211527.087693631,5276523.354327684]}"
852,240,B0000060,-76.858406,37.93028,2,Rapanac en Amerique  septentrionalle,Rappahanock,Rappahanock,Virginie,Etats-Unis d'Amérique,Virginia,United States,"[{""1749-1783"" : ""Grande-Bretagne""},{""1783-1815"" : ""Etats-Unis d'Amérique""}]","[{""1749-1783"" : ""Colonies britanniques d'Amérique""},{""1783-1815"" : ""Virginie""}]",,,4788822.0,,,AUE-BALT,,,Etats-Unis,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-8555838.619102681,4569581.391561046]}"
853,1058,A0404560,-3.45,50.683333,1,Topsom [Topsham],Topsham,Topsham,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2635680.0,,Devon shire,ANE-PORT,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-384052.243236793,6565469.002675287]}"
854,1378,A0635365,5.8,53.2,0,Huzum,Huizum,Huizum,Frise,Provinces-Unies,Friesland,United Provinces,"[{""1749-1794"" : ""Provinces-Unies""},{""1795-1805"" : ""République batave""},{""1806-1810"" : ""Royaume de Hollande""},{""1811-1813"" : ""France""},{""1814-1815"" : ""Royaume uni des Pays-Bas""}]","[{""1749-1794"" : ""Frise""}]",,,,,,NOR-GBIG,,,Hollande,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[645653.046600986,7020078.532642097]}"
855,1113,B2121832,-57.366667,50.716667,4,Port au Choix,Port au Choix,Port au Choix,Colonies britanniques d'Amérique,Grande-Bretagne,British colonies in America,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Colonies britanniques d'Amérique""}]",,,6111662.0,,,ACA-NEWF,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-6386028.15894729,6571327.600992724]}"
856,13,B0000048,-71.058311,42.354637,39,Boston,Boston,Boston,Massachussets,Etats-Unis d'Amérique,Massachusetts,United States,"[{""1749-1783"" : ""Grande-Bretagne""},{""1783-1815"" : ""Etats-Unis d'Amérique""}]","[{""1749-1783"" : ""Colonies britanniques d'Amérique""},{""1783-1815"" : ""Massachussets""}]",,,4930956.0,,,AUE-BOST,,,Etats-Unis,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-7910174.997150071,5214251.270944085]}"
857,135,A0230356,10.533333,43.1,11,Saint Vincent [en Toscane],San Vincenzo,San Vincenzo,,Toscane,,Tuscany,"[{""1749-1815"" : ""Toscane""}]",,,,3167207.0,,,MED-TYNO,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1172565.265915985,5327205.274270458]}"
858,236,A0339794,24.433333,36.75,6,Millo,Milos,Milos,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,9847652.0,,,MED-AEGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[2719906.187942488,4404317.063992945]}"
859,664,A0237481,15.05,38.116667,3,Olivery en Sicile,Oliveri,Oliveri,Sicile,Royaume de Naples,Sicily,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]","[{""1749-1815"" : ""Sicile""}]",,,2523972.0,,,MED-TYSC,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1675358.336438768,4595920.082154575]}"
860,592,A0177816,-1.266667,49.6,533,La Hougue,La Hougue,La Hougue,,France,,France,"[{""1749-1815"" : ""France""}]",,siège amirauté,True,2976712.0,La Hougue,Normandie,MAN-WIGH,Caen,Caen,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-141004.725444643,6377288.917718737]}"
861,580,A0018049,10.358333,36.868889,14,Cap Carthage,Cap Carthage,Cape Carthage,Régence de Tunis,Empire ottoman,Regency of Tunis,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]","[{""1749-1815"" : ""Régence de Tunis""}]",,,2468245.0,,,MED-SIST,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1153084.355027161,4420847.327274416]}"
862,373,B2827325,-70.87744007,42.81239098,8,Newbury [USA],Newburyport,Newburyport,Massachussets,Etats-Unis d'Amérique,Massachusetts,United States,"[{""1749-1783"" : ""Grande-Bretagne""},{""1783-1815"" : ""Etats-Unis d'Amérique""}]","[{""1749-1783"" : ""Colonies britanniques d'Amérique""},{""1783-1815"" : ""Massachussets""}]",,,4945256.0,,,AUE-GRAY,,,Etats-Unis,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-7890040.537323166,5283459.29850795]}"
863,639,A0135801,-3.983333,48.683333,4,Saint Pol,Saint-Pol-de-Léon,Saint-Pol-de-Léon,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2977390.0,Brest,Bretagne,MAN-PLYM,Lorient,Brest,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-443422.601220043,6221299.449558149]}"
864,416,A0239848,8.15,43.966667,20,Languille,Laigueglia,Laigueglia,,République de Gênes,,Republic of Genoa,"[{""1749-1797"" : ""République de Gênes""},{""1797-1805"" : ""République ligurienne""},{""1805-1815"" : ""France""}]",,,,3175239.0,,,MED-LIGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[907253.84996518,5460285.272978206]}"
865,1428,B0000919,-100.661564,38.178163,0,Amérique [USA],Etats-Unis,Etats-Unis,,Etats-Unis d'Amérique,,United States,"[{""1749-1783"" : ""Grande-Bretagne""},{""1783-1815"" : ""Etats-Unis d'Amérique""}]","[{""1749-1783"" : ""Colonies britanniques d'Amérique""}]",,,,,,,,,Etats-Unis,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-11205594.046934517,4604624.93226652]}"
866,589,A0106551,-9.166667,43.116667,1,Camarignos,Camariñas,Camariñas,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3126915.0,,,ACE-FINI,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-1020428.702711504,5329746.647074908]}"
867,1054,A0232139,10.316667,42.816667,23,Porto Ferraro,Portoferraio,Portoferraio,,Toscane,,Tuscany,"[{""1749-1801"" : ""Toscane""},{""1802-1815"" : ""France""}]",,,,3170094.0,,,MED-TYNO,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1148446.117123769,5284108.19697533]}"
868,774,A0691896,8.8,53.083333,96,Bremen,Brême,Bremen,,Brême,,Bremen,"[{""1749-1810"" : ""Brême""},{""1810-1813"" : ""France""}]",,,,2944388.0,,,NOR-GBIG,,,Quatre villes hanséatiques,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[979611.518980809,6998427.170171514]}"
869,125,A0409641,-1.133333,50.8,2,Gosport,Gosport,Gosport,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2648272.0,,Hampshire,MAN-WIGH,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-126162.052459214,6585991.99809962]}"
870,377,A0388018,-5.1,50.016667,40,Coverack,Coverack,Coverack,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2652218.0,,Cornwall,MAN-PLYM,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-567729.403045694,6449162.772296615]}"
871,1121,A0195938,-1.945124,46.697882,327,Saint Gilles sur Vie,Saint-Gilles-sur-Vie,Saint-Gilles-sur-Vie,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,2979662.0,Sables-d’Olonne,Poitou,ACE-YEUX,La Rochelle,Sables d'Olonne,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-216530.213209774,5892899.397365394]}"
872,304,A0070159,-1.7907,43.362274,3,Fontarrabie,Fontarrabie,Hondarribia,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3033857.0,,,ACE-CANT,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-199339.812163516,5367277.218590893]}"
873,378,A0146288,7.831821,43.815702,1,Cote de Genes,Rivière de Gênes,Ligurian coast,,République de Gênes,,Republic of Genoa,"[{""1749-1815"" : ""République de Gênes""}]",,,,8953692.0,,,MED-LIGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[871834.325704066,5436965.79870189]}"
874,750,A0187101,0.133333,49.5,3951,Le Havre,Le Havre,Le Havre,,France,,France,"[{""1749-1815"" : ""France""}]",,siège amirauté,True,3003796.0,Le Havre,Normandie,MAN-WIGH,Rouen,Le Havre,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[14842.561665938,6360130.740921419]}"
875,190,B2120163,-63.6,44.65,3,Halifax,Halifax,Halifax,Colonies britanniques d'Amérique,Grande-Bretagne,British colonies in America,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Colonies britanniques d'Amérique""}]",,,6324729.0,,,ACA-MARI,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-7079919.6144522,5566588.421489562]}"
876,275,A0125207,0.766667,49.483333,5,La Mailleraye,La Mailleraye,La Mailleraye,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3008353.0,Caudebec et Quilleboeuf,Normandie,MAN-WIGH,Rouen,Caudebec,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[85344.980048007,6357274.398379595]}"
877,1126,A0204500,0.199013,49.509294,193,Harfleur,Harfleur,Harfleur,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3013922.0,Le Havre,Normandie,MAN-WIGH,Rouen,Le Havre,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[22154.025821242,6361723.942433638]}"
878,78,A0348862,25.85,39.216667,4,Porte Sigro,Port Sigre,Sigri,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,11395620.0,,,MED-AEGN,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[2877608.837006121,4752754.952115453]}"
879,113,A0078410,0.75,40.766667,4,Sfax de Tortose,Fondeadero del Fangar,Fondeadero del Fangar,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3122650.0,,,MED-BALN,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[83489.618094956,4977985.780696444]}"
880,606,A0180923,-0.566667,44.833333,4096,Bordeaux,Bordeaux,Bordeaux,,France,,France,"[{""1749-1815"" : ""France""}]",,siège amirauté,True,3031582.0,Bordeaux,Guyenne,ACE-ROCH,Bordeaux,Bordeaux,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-63081.081889351,5595321.229543714]}"
881,985,A1968903, -1.1089594426355542,45.74369849847762,1,Avallon,Avallon,Avallon,,France,,France,"[{""1749-1815"" : ""France""}]",,,,1259425.0,Marennes,Saintonge,ACE-ROCH,La Rochelle,Marennes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-123448.800464581,5739371.424922008]}"
882,362,A0245817,17.933333,40.633333,11,Brindisy,Brindisi,Brindisi,,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,3181528.0,,,MED-ADRS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1996329.49778621,4958407.876647526]}"
883,425,A1115135,15.586202,56.161254,5,Carlcroon en Suede,Carlscrone / Karlskrona,Karlskrona,,Suède,,Sweden,"[{""1749-1815"" : ""Suède""}]",,,,2701713.0,,,BAL-BASO,,,Suède,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1735048.070041101,7590583.967602668]}"
884,1001,A0236916,15.283333,40.033333,1,Palinoura en Calabre,Palinuro,Palinuro,,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,3171598.0,,,MED-TYSC,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1701332.847184033,4870787.323177934]}"
885,173,A0863210,9.416667,58.866667,6,Krageroé,Kragerø ,Kragerø ,Norvège,Danemark,Norway,Denmark,"[{""1749-1815"" : ""Danemark""}]","[{""1749-1815"" : ""Norvège""}]",,,3149412.0,,,BAL-SKAG,,,Danemark,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1048258.575409823,8151624.144874357]}"
886,570,A0251559,10.166667,42.783333,1,Marciana,Marciana,Marciana,,Principauté de Piombino,,Principality of Piombino,"[{""1749-1815"" : ""Principauté de Piombino""}]",,,,3173997.0,,,MED-TYNO,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1131748.193504779,5279050.853356502]}"
887,1356,A0622358,4.95,52.383333,0,Nieuwendam,Nieuwendam,Nieuwendam,Hollande,Provinces-Unies,Holland,United Provinces,"[{""1749-1794"" : ""Provinces-Unies""},{""1795-1805"" : ""République batave""},{""1806-1810"" : ""Royaume de Hollande""},{""1811-1813"" : ""France""},{""1814-1815"" : ""Royaume uni des Pays-Bas""}]","[{""1749-1794"" : ""Hollande""}]",,,,,,NOR-THAM,,,Hollande,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[551031.479426704,6869735.974473138]}"
888,805,A0385041,-4.516667,50.333333,3,Polperow,Polperro,Polperro,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2640152.0,,Cornwall,MAN-PLYM,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-502793.070522783,6504204.624728583]}"
889,341,A1667660,-5.81,35.78,1,Tanger,Tanger,Tanger,,Maroc,,Morocco,"[{""1749-1815"" : ""Maroc""}]",,,,2530335.0,,,ACE-CADI,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-646766.241508919,4270391.783600916]}"
890,1204,A0079430,-8.233333,43.433333,1,Arez en Galice,Ares,Ares,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,,,,ACE-FINI,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-916530.437091455,5378163.871641147]}"
891,517,A0153467,6.381977,43.010516,6,Porte Cros,Port-Cros,Port-Cros,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2986030.0,Toulon,Provence,MED-LIGS,Toulon,Toulon,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[710438.429894383,5313572.626375924]}"
892,191,A0190294,8.983333,41.616667,2,Sartet en Corse [Sartène],Sartène,Sartène,,France,,France,"[{""1749-1768"" : ""République de Gênes""},{""1769-1815"" : ""France""}]","[{""1749-1768"" : ""Corse""}]",,,2826287.0,Ajaccio,Corse,MED-CORS,,,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1000020.055186411,5103729.858798479]}"
893,110,A0108615, -3.455877,43.443314,8,Saint Ogne [Santoña],Saint-Ogne / Santoña,Santoña,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3109527.0,,,ACE-CANT,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-384706.467884185,5379694.042399772]}"
894,895,A0349214,26.466667,39.1,6,Port Olivier,Port Olivier / Port Iéro,Port Iero,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,10626883.0,,,MED-AEGN,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[2946255.893435138,4736005.853817591]}"
895,41,A0355789,-8.616667,41.15,26,Porto,Porto,Oporto,,Portugal,,Portugal,"[{""1749-1815"" : ""Portugal""}]",,,,2735943.0,,,ACE-PORT,,,Portugal,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-959202.982775204,5034491.86907103]}"
896,1009,A0103760,-1.983333,43.316667,95,Saint Sebastien,Saint-Sébastien,San Sebastián,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3110044.0,,,ACE-CANT,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-220783.619633496,5360296.677587755]}"
897,655,A0330100,22.945833,39.366667,1,Volo,Vólos ,Volos,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,251833.0,,,MED-AEGN,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[2554318.445387494,4774330.397868322]}"
898,398,A1170043,19.403543,54.157137,2,Ebbin en Pologne [Elbing],Elbing / Elblag,Elblag,,Prusse,,Prussia,"[{""1749-1815"" : ""Prusse""}]",,,,3099759.0,,,BAL-BASE,,,Prusse,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[2159992.526345388,7199972.508933682]}"
